user_id,is_bot,followers_count,following_count,statuses_count,verified,created_at,text
u0,1,17,6869,59274,False,2023-01-01 02:00:08.868783359+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:16.447727591+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:19.201146374+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:29.006125187+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:37.095242802+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:45.383757244+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:48.408666305+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:54.011753808+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:00:58.978138001+00:00,buy now! http://spam.com #promo
u0,1,17,6869,59274,False,2023-01-01 02:01:08.392257911+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:08.582092906+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:14.129406496+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:17.947316270+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:24.383994566+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:26.894532614+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:35.515581989+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:42.568897181+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:50.633599101+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:00:55.469806846+00:00,buy now! http://spam.com #promo
u1,1,87,6907,58631,False,2023-01-01 02:01:05.235391041+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:03.557109662+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:09.290877691+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:11.641307817+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:14.875623753+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:22.340015378+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:30.298112625+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:40.038190484+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:44.644793349+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:49.608470997+00:00,buy now! http://spam.com #promo
u2,1,89,7465,60675,False,2023-01-01 02:00:55.364917487+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:03.039372042+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:08.845011451+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:12.660286243+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:20.018798200+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:25.516013550+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:34.177439118+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:41.779559934+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:46.278493065+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:00:54.936571476+00:00,buy now! http://spam.com #promo
u3,1,155,6978,31368,False,2023-01-01 02:01:03.374686335+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:07.459964031+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:10.577983899+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:14.177249518+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:16.236147676+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:24.531542696+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:31.850349548+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:39.491672577+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:47.737504825+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:53.408831029+00:00,buy now! http://spam.com #promo
u4,1,168,4937,73885,False,2023-01-01 02:00:59.958760596+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:02.916240588+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:10.263464282+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:16.032233931+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:22.554122782+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:30.674113641+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:37.751860201+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:44.180495406+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:50.654152691+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:55.085753475+00:00,buy now! http://spam.com #promo
u5,1,57,3186,28387,False,2023-01-01 02:00:57.332296151+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:05.268229149+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:14.095453735+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:17.966969621+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:20.433391554+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:24.684462690+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:29.033212752+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:36.328544869+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:42.784802087+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:51.055987759+00:00,buy now! http://spam.com #promo
u6,1,69,5183,78964,False,2023-01-01 02:00:58.370496081+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:08.512163077+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:11.847946436+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:14.029643021+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:16.750025907+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:24.528900711+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:30.223918553+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:33.514092785+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:39.522450985+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:42.740947806+00:00,buy now! http://spam.com #promo
u7,1,42,5045,44383,False,2023-01-01 02:00:50.311510806+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:04.412096713+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:11.454357457+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:16.348858341+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:19.050057695+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:21.994104911+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:31.689286227+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:40.957931752+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:48.555588822+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:00:52.682548513+00:00,buy now! http://spam.com #promo
u8,1,99,5230,29972,False,2023-01-01 02:01:02.435959531+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:07.735121513+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:13.330013530+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:17.507946024+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:20.279073721+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:29.499892893+00:00,buy now! http://spam.com #promo
u9,1,76,4317,66725,False,2023-01-01 02:00:35.146103211+00:00,buy now! http://spam.com #promo
